         173426309 function calls (172996907 primitive calls) in 4586.962 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    26280    4.768    0.000    4.768    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_Optical.py:190(hotspot_calculations)
   352014    4.600    0.000    5.227    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:1153(diff)
    26280    4.196    0.000    4.487    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:32(Planck)
  3654291    3.935    0.000   18.005    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\PhotoSynth.py:217(Ci_next)
   116922    3.720    0.000    3.720    0.000 {method 'astype' of 'numpy.ndarray' objects}
8321107/8321101    3.577    0.000   13.401    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_asarray.py:23(asarray)
        5    3.466    0.693   32.475    6.495 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_initial.py:356(weighted_sum_over_lidf_vec)
  2200946    3.423    0.000    3.423    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\resistances.py:63(phstar)
   182116    3.213    0.000   30.198    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\integrate\_quadrature.py:433(simpson)
   589675    3.212    0.000    3.212    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   210240    2.997    0.000   18.356    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_initial.py:399(weighted_sum_over_lidf_solar)
   398142    2.931    0.000   90.561    0.000 {built-in method scipy.optimize._zeros._brentq}
  4533292    2.925    0.000    2.925    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:16(CalcStephanBoltzmann)
    26280    2.879    0.000   21.587    0.001 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_Optical.py:448(i_hemi)
    26280    2.851    0.000   33.209    0.001 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:108(calc_netrad_pars)
    79935    2.559    0.000    2.559    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_Optical.py:285(define_geometric_constant)
  1314783    2.408    0.000   16.061    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:1034(_get_value)
     1095    2.407    0.002 4551.550    4.157 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\mod_class.py:82(dalecv2)
  1314804    2.230    0.000    8.488    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3317(get_loc)
  1314804    2.162    0.000    2.162    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
  3219300    2.112    0.000   10.752    0.000 <__array_function__ internals>:2(copy)
  1314783    1.917    0.000    5.165    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5174(_get_values_for_loc)
  1100473    1.890    0.000    1.890    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\Ebal.py:27(Monin_Obukhov)
   131400    1.763    0.000    1.763    0.000 {built-in method builtins.round}
  1314804    1.729    0.000    4.096    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5695(_maybe_cast_indexer)
    26280    1.645    0.000   29.263    0.001 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_Optical.py:292(BRF_hemi_func)
   588540    1.483    0.000    5.303    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
   160965    1.390    0.000    1.390    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
  1100473    1.388    0.000    1.388    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\resistances.py:54(psih)
  1315939    1.304    0.000    3.051    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:674(_values)
  1314804    1.227    0.000    1.227    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2130(is_floating)
   398142    1.212    0.000   92.068    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\optimize\zeros.py:650(brentq)
  2439662    1.183    0.000    1.183    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\integrate\_quadrature.py:282(tupleset)
  1315939    1.166    0.000    1.747    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1674(internal_values)
    26280    1.163    0.000   26.036    0.001 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_Optical.py:340(BRF_dif_func)
    26287    1.128    0.000    1.128    0.000 {built-in method builtins.sum}
  6734274    1.079    0.000    1.079    0.000 {built-in method builtins.abs}
  1100473    1.031    0.000    3.658    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\resistances.py:27(calc_d_0)
  3219300    0.938    0.000    6.272    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:715(copy)
   210419    0.937    0.000    0.937    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:199(_assert_stacked_square)
  1314825    0.881    0.000    1.140    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:155(cast_scalar_indexer)
   210419    0.880    0.000    0.880    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:193(_assert_stacked_2d)
    26280    0.841    0.000    0.938    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:501(rtm_t)
   116899    0.833    0.000  507.125    0.004 <__array_function__ internals>:2(matrix_power)
    93520    0.802    0.000    1.300    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:135(_commonType)
  1074207    0.798    0.000    0.798    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   378294    0.778    0.000    3.983    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2111(sum)
2566629/2566623    0.773    0.000    0.784    0.000 {built-in method builtins.isinstance}
  1100473    0.766    0.000    2.164    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\resistances.py:10(calc_z_0M)
   398142    0.678    0.000    0.678    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\PhotoSynth.py:258(satvap)
  1315911    0.678    0.000    1.000    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:346(apply_if_callable)
   889408    0.666    0.000    1.657    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
    93520    0.637    0.000    1.273    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:107(_makearray)
   210240    0.621    0.000    1.123    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
    93520    0.613    0.000  918.948    0.010 <__array_function__ internals>:2(inv)
  1317082    0.582    0.000    0.582    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1619(_block)
   210240    0.560    0.000    3.098    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
  2635047    0.530    0.000    0.530    0.000 {pandas._libs.lib.is_integer}
   210283    0.491    0.000    0.491    0.000 {built-in method numpy.arange}
   588540    0.479    0.000    0.479    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
    26280    0.465    0.000    1.555    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:45(calc_ebal_sunsha)
   378294    0.451    0.000    4.927    0.000 <__array_function__ internals>:2(sum)
  3219300    0.444    0.000    0.444    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:711(_copy_dispatcher)
   352014    0.443    0.000    6.219    0.000 <__array_function__ internals>:2(diff)
  1317084    0.439    0.000    0.439    0.000 {pandas._libs.lib.is_scalar}
    26280    0.421    0.000    0.816    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:445(calc_lapse_rate_moist)
   210241    0.409    0.000    2.614    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2617(amax)
   107354    0.395    0.000    1.233    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:288(full)
   374092    0.394    0.000    0.394    0.000 {built-in method builtins.divmod}
   294806    0.390    0.000    1.395    0.000 <__array_function__ internals>:2(copyto)
    26280    0.358    0.000    1.090    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:40(calc_extinction_coeff)
        1    0.355    0.355    0.410    0.410 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_initial.py:13(sip_leaf)
   187441    0.353    0.000    1.522    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:148(ones)
   294863    0.345    0.000    0.345    0.000 {built-in method numpy.empty}
    93520    0.337    0.000    0.337    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:102(get_linalg_error_extobj)
  1315917    0.322    0.000    0.322    0.000 {built-in method builtins.callable}
   398146    0.299    0.000    0.299    0.000 {built-in method builtins.min}
   210241    0.274    0.000    3.154    0.000 <__array_function__ internals>:2(amax)
    27375    0.272    0.000    0.272    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\mod_class.py:48(temp_term)
  1314825    0.259    0.000    0.259    0.000 {pandas._libs.lib.is_float}
  1314783    0.244    0.000    0.244    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:231(_should_fallback_to_positional)
   210301    0.237    0.000    0.985    0.000 <__array_function__ internals>:2(concatenate)
    93520    0.232    0.000    0.297    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:125(_realType)
   210240    0.230    0.000    3.938    0.000 <__array_function__ internals>:2(hstack)
        1    0.226    0.226   18.315   18.315 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_initial.py:662(hemi_initial)
1538141/1537938    0.224    0.000    0.224    0.000 {built-in method builtins.len}
   210243    0.220    0.000    1.535    0.000 <__array_function__ internals>:2(dot)
   160965    0.205    0.000    2.516    0.000 <__array_function__ internals>:2(einsum)
   515041    0.205    0.000    0.205    0.000 {built-in method _operator.index}
   210240    0.201    0.000    1.531    0.000 <__array_function__ internals>:2(atleast_1d)
   972360    0.189    0.000    0.189    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\einsumfunc.py:989(_einsum_dispatcher)
        1    0.189    0.189   15.832   15.832 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_initial.py:720(dif_initial)
   210242    0.171    0.000    0.424    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
   352015    0.154    0.000    0.154    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
   210251    0.149    0.000    0.199    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_initial.py:639(CIxy)
   588578    0.145    0.000    0.145    0.000 {method 'items' of 'dict' objects}
   187040    0.141    0.000    0.173    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:112(isComplexType)
   862439    0.137    0.000    0.137    0.000 {method 'append' of 'list' objects}
   212870    0.136    0.000    0.136    0.000 {built-in method builtins.hasattr}
   160965    0.131    0.000    1.521    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\einsumfunc.py:997(einsum)
    26280    0.124    0.000    1.012    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:470(calc_longwave_irradiance)
    36974    0.119    0.000    0.467    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\PhotoSynth.py:10(Respiration)
   210243    0.118    0.000    0.253    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
    99188    0.117    0.000    0.117    0.000 {built-in method builtins.getattr}
     1095    0.115    0.000    7.211    0.007 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\RTM_Optical.py:386(BRF_hemi_dif_func)
   116899    0.114    0.000    0.114    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:549(_matrix_power_dispatcher)
    26280    0.112    0.000    0.262    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:422(calc_c_p)
   284466    0.110    0.000    0.113    0.000 {built-in method builtins.issubclass}
    93520    0.107    0.000    0.107    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     3264    0.101    0.000    0.101    0.000 C:\Users\liuha\anaconda3\lib\site-packages\zmq\sugar\socket.py:474(send)
    93520    0.101    0.000    0.101    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:472(_unary_dispatcher)
   398142    0.097    0.000    0.097    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\optimize\zeros.py:70(results_c)
   378294    0.093    0.000    0.093    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2106(_sum_dispatcher)
       14    0.088    0.006    0.088    0.006 {built-in method io.open}
   352014    0.083    0.000    0.083    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:1149(_diff_dispatcher)
        1    0.080    0.080    0.235    0.235 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\SIF.py:38(sif_leaf)
     1095    0.078    0.000    0.110    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\mod_class.py:57(phi_onset)
   294806    0.067    0.000    0.067    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:1054(copyto)
    95095    0.066    0.000    0.066    0.000 {method 'get' of 'dict' objects}
    12218    0.065    0.000    0.106    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:99(e2phot)
   210241    0.049    0.000    0.049    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2612(_amax_dispatcher)
   210243    0.046    0.000    0.046    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:716(dot)
   210301    0.044    0.000    0.044    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
    12218    0.041    0.000    0.041    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:90(ephoton)
    27375    0.041    0.000    0.051    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:1865(isscalar)
    26280    0.039    0.000    0.039    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:361(calc_emiss_atm)
        1    0.039    0.039 4551.774 4551.774 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\mod_class.py:182(mod_list)
   210240    0.037    0.000    0.037    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:20(_atleast_1d_dispatcher)
        6    0.033    0.005    0.033    0.006 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
    26280    0.025    0.000    0.025    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\TIR.py:403(calc_mixing_ratio)
     1095    0.022    0.000    0.063    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1633(getitem_mgr)
        1    0.020    0.020   35.188   35.188 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\data_class.py:17(__init__)
     1147    0.020    0.000    0.035    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5435(__finalize__)
     1095    0.019    0.000    0.031    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:162(_bn_ok_dtype)
      897    0.019    0.000    0.035    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\mod_class.py:69(phi_fall)
     1101    0.018    0.000    0.187    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:4359(_reduce)
    31942    0.018    0.000    0.021    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:730(floatconv)
     3264    0.018    0.000    0.141    0.000 C:\Users\liuha\anaconda3\lib\site-packages\ipykernel\iostream.py:206(schedule)
     2194    0.017    0.000    0.170    0.000 C:\Users\liuha\anaconda3\lib\site-packages\ipykernel\iostream.py:500(write)
     4418    0.016    0.000    0.037    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
     1095    0.015    0.000    0.133    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:83(_f)
        4    0.015    0.004    0.070    0.017 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:970(read_data)
     4418    0.014    0.000    0.015    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
     1095    0.014    0.000    0.038    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:178(_has_infs)
     1095    0.012    0.000    0.217    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10324(_stat_function)
     1095    0.012    0.000    0.088    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:119(f)
1153/1147    0.011    0.000    0.070    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:315(__init__)
     1095    0.011    0.000    0.016    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3687(_convert_slice_indexer)
     1165    0.011    0.000    0.016    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:233(__init__)
     1095    0.011    0.000    0.237    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3301(mean)
     1095    0.011    0.000    0.043    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:235(_convert_slice_indexer)
     1226    0.010    0.000    0.033    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5489(__setattr__)
     1992    0.010    0.000    0.010    0.000 C:\Users\liuha\Desktop\dalecv5.2_SIF\src\model\mod_class.py:31(fit_polynomial)
     1097    0.010    0.000    0.179    0.000 {built-in method builtins.print}
     1107    0.010    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
     4263    0.010    0.000    0.031    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:997(<listcomp>)
        6    0.010    0.002    0.056    0.009 C:\Users\liuha\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:33(__init__)
     1116    0.009    0.000    0.023    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4587(__getitem__)
     1095    0.009    0.000    0.165    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:1024(_get_values)
     1125    0.008    0.000    0.012    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:605(_simple_new)
     3264    0.008    0.000    0.017    0.000 C:\Users\liuha\anaconda3\lib\threading.py:1071(is_alive)
     1095    0.008    0.000    0.220    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:968(_get_with)
     2292    0.008    0.000    0.024    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:627(name)
     1095    0.008    0.000    0.016    0.000 C:\Users\liuha\anaconda3\lib\site-packages\algopy\globalfuncs.py:173(zeros)
     2292    0.007    0.000    0.016    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1718(validate_all_hashable)
8526/4263    0.007    0.000    0.009    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:944(pack_items)
     1095    0.007    0.000    0.024    0.000 {method 'any' of 'numpy.generic' objects}
     2473    0.006    0.000    0.013    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
     3505    0.006    0.000    0.009    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
     1101    0.006    0.000    0.021    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
     1159    0.006    0.000    0.017    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1230(is_float_dtype)
     1095    0.006    0.000    0.222    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10368(mean)
    71/15    0.006    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
     1107    0.006    0.000    0.018    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:49(__call__)
     1095    0.006    0.000    0.006    0.000 {built-in method bottleneck.reduce.nanmean}
     2194    0.005    0.000    0.007    0.000 C:\Users\liuha\anaconda3\lib\site-packages\ipykernel\iostream.py:418(_is_master_process)
     4265    0.005    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:961(split_line)
     2209    0.005    0.000    0.030    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
     1165    0.005    0.000    0.005    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\flags.py:47(__init__)
     1095    0.005    0.000    0.251    0.000 <__array_function__ internals>:2(mean)
     1147    0.005    0.000    0.005    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1539(__init__)
        5    0.005    0.001    0.041    0.008 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:1558(genfromtxt)
8528/4265    0.005    0.000    0.012    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_internal.py:871(__call__)
     3285    0.005    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:86(<genexpr>)
     4418    0.004    0.000    0.004    0.000 {built-in method numpy.seterrobj}
     1095    0.004    0.000    0.013    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\util\_validators.py:130(validate_kwargs)
     3264    0.004    0.000    0.004    0.000 C:\Users\liuha\anaconda3\lib\site-packages\ipykernel\iostream.py:96(_event_pipe)
     3965    0.004    0.000    0.005    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
     2190    0.004    0.000    0.006    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:79(check)
     3264    0.004    0.000    0.007    0.000 C:\Users\liuha\anaconda3\lib\threading.py:1017(_wait_for_tstate_lock)
