         154236870 function calls (153809503 primitive calls) in 5977.022 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    26160    2.580    0.000    2.625    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:56(calc_ebal_canopy_pars)
        4    2.570    0.643   21.038    5.259 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_initial.py:356(weighted_sum_over_lidf_vec)
   158800    2.441    0.000    2.441    0.000 {method 'astype' of 'numpy.ndarray' objects}
   974804    2.414    0.000    6.928    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\resistance.py:33(calc_u_star)
   359288    2.337    0.000    2.704    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:1153(diff)
    26160    2.329    0.000    2.463    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:32(Planck)
  4978660    2.323    0.000    2.323    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\Ebal_pars.py:44(calc_lambda)
   974804    1.969    0.000   14.426    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\resistance.py:63(calc_u_C_star)
  1459645    1.955    0.000   10.764    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:148(opt_Cm)
  2145680    1.948    0.000   10.753    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:1034(_get_value)
   135542    1.921    0.000    1.921    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:64(calc_fluorescence_activation)
   190986    1.907    0.000   17.670    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\integrate\_quadrature.py:433(simpson)
  1459645    1.889    0.000    2.504    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:182(BallBerry)
  1000964    1.854    0.000    3.144    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\hydraulics.py:118(calc_fwet)
   209280    1.624    0.000    9.894    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_initial.py:399(weighted_sum_over_lidf_solar)
  2145691    1.587    0.000    5.300    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3317(get_loc)
   974804    1.569    0.000    2.027    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\Ebal.py:23(Monin_Obukhov)
  4030016    1.561    0.000    1.561    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:16(CalcStephanBoltzmann)
    26160    1.537    0.000   11.615    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_Optical.py:448(i_hemi)
   974804    1.515    0.000   28.417    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\resistance.py:172(resistance)
   718688    1.471    0.000    1.471    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:263(arrh)
  2145680    1.380    0.000    3.505    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5174(_get_values_for_loc)
    26160    1.365    0.000   19.138    0.001 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:108(calc_netrad_pars)
  2145691    1.276    0.000    2.769    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5695(_maybe_cast_indexer)
   974804    1.257    0.000    1.591    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\hydraulics.py:9(calc_beta_e)
   135542    1.244    0.000   19.448    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:13(PhotoSynth_Jen)
  3204600    1.216    0.000    6.103    0.000 <__array_function__ internals>:2(copy)
    79570    1.091    0.000    1.091    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_Optical.py:285(define_geometric_constant)
  3327117    1.071    0.000    1.071    0.000 {built-in method builtins.min}
  1000964    1.024    0.000    4.562    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\hydraulics.py:100(calc_sf)
   135542    0.960    0.000    1.616    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:119(calc_ETR)
  2145691    0.944    0.000    0.944    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   604516    0.915    0.000    3.161    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
   130800    0.804    0.000    0.804    0.000 {built-in method builtins.round}
    26160    0.782    0.000   16.502    0.001 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_Optical.py:292(BRF_hemi_func)
  2146780    0.780    0.000    1.949    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:674(_values)
  2146780    0.765    0.000    1.169    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1674(internal_values)
   160230    0.680    0.000    0.680    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
  5095587    0.679    0.000    0.679    0.000 {built-in method builtins.abs}
  2469648    0.673    0.000    0.673    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\integrate\_quadrature.py:282(tupleset)
   283550    0.658    0.000    0.658    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:199(_assert_stacked_square)
  2145702    0.650    0.000    0.860    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:155(cast_scalar_indexer)
   283550    0.635    0.000    0.635    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:193(_assert_stacked_2d)
  2145691    0.633    0.000    0.633    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2130(is_floating)
   135542    0.609    0.000   11.374    0.000 {built-in method scipy.optimize._zeros._brentq}
   158788    0.591    0.000 1098.256    0.007 <__array_function__ internals>:2(matrix_power)
   124762    0.570    0.000    0.987    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:135(_commonType)
  3204600    0.565    0.000    3.528    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:715(copy)
    26162    0.563    0.000    0.563    0.000 {built-in method builtins.sum}
  2146783    0.554    0.000    0.792    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:346(apply_if_callable)
   102078    0.546    0.000    0.603    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_methods.py:65(_count_reduce_items)
   102078    0.535    0.000   11.269    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_methods.py:161(_mean)
    26160    0.531    0.000   14.663    0.001 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_Optical.py:340(BRF_dif_func)
   135542    0.510    0.000    0.793    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:287(peaked_arrh)
   124762    0.493    0.000    0.926    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:107(_makearray)
  1038724    0.481    0.000    1.136    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
3245305/3245304    0.461    0.000    0.463    0.000 {built-in method builtins.isinstance}
   994809    0.430    0.000    0.430    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   395230    0.422    0.000    2.548    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2111(sum)
    26160    0.411    0.000    0.468    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:508(rtm_t)
  2147878    0.405    0.000    0.405    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1619(_block)
   124762    0.388    0.000  471.525    0.004 <__array_function__ internals>:2(inv)
        1    0.382    0.382 5954.104 5954.104 C:\Users\liuha\Desktop\TBM_2.1\src\model\mod_class.py:220(mod_list)
  4296811    0.379    0.000    0.379    0.000 {pandas._libs.lib.is_integer}
   771256    0.365    0.000    0.365    0.000 {built-in method builtins.divmod}
   604534    0.342    0.000    0.342    0.000 {method 'items' of 'dict' objects}
   209280    0.331    0.000    0.618    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
613609/613608    0.316    0.000    0.742    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_asarray.py:23(asarray)
   209280    0.309    0.000    1.699    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
   604516    0.291    0.000    0.291    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
   395230    0.273    0.000    3.126    0.000 <__array_function__ internals>:2(sum)
  2147885    0.269    0.000    0.269    0.000 {pandas._libs.lib.is_scalar}
   103168    0.268    0.000   11.648    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3301(mean)
  3204600    0.268    0.000    0.268    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:711(_copy_dispatcher)
   124762    0.267    0.000    0.267    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:102(get_linalg_error_extobj)
        1    0.260    0.260    0.302    0.302 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_initial.py:13(sip_leaf)
   359288    0.251    0.000    3.283    0.000 <__array_function__ internals>:2(diff)
    26160    0.245    0.000    0.741    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:45(calc_ebal_sunsha)
  2146790    0.238    0.000    0.238    0.000 {built-in method builtins.callable}
   209296    0.234    0.000    0.234    0.000 {built-in method numpy.arange}
   293404    0.213    0.000    0.775    0.000 <__array_function__ internals>:2(copyto)
   135542    0.212    0.000   11.642    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\optimize\zeros.py:650(brentq)
  2145680    0.211    0.000    0.211    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:231(_should_fallback_to_positional)
   209281    0.210    0.000    1.303    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2617(amax)
  2145702    0.210    0.000    0.210    0.000 {pandas._libs.lib.is_float}
   124762    0.207    0.000    0.258    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:125(_realType)
   106846    0.191    0.000    0.637    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:288(full)
   186547    0.179    0.000    0.826    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:148(ones)
    26160    0.171    0.000    0.467    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:40(calc_extinction_coeff)
   135542    0.170    0.000    0.193    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:220(esat)
   293405    0.166    0.000    0.166    0.000 {built-in method numpy.empty}
   135542    0.162    0.000    0.738    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:245(calc_michaelis_menten_constants)
        1    0.157    0.157   11.919   11.919 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_initial.py:662(hemi_initial)
        1    0.153    0.153   10.499   10.499 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_initial.py:720(dif_initial)
   209281    0.147    0.000    1.607    0.000 <__array_function__ internals>:2(amax)
   563445    0.147    0.000    0.147    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
   103168    0.133    0.000   11.933    0.000 <__array_function__ internals>:2(mean)
1565481/1565442    0.132    0.000    0.132    0.000 {built-in method builtins.len}
   581845    0.132    0.000    0.132    0.000 {built-in method builtins.issubclass}
  1150295    0.131    0.000    0.131    0.000 {method 'append' of 'list' objects}
   209280    0.127    0.000    2.144    0.000 <__array_function__ internals>:2(hstack)
   209298    0.127    0.000    0.521    0.000 <__array_function__ internals>:2(concatenate)
   209283    0.123    0.000    0.787    0.000 <__array_function__ internals>:2(dot)
   209280    0.113    0.000    0.861    0.000 <__array_function__ internals>:2(atleast_1d)
   967920    0.108    0.000    0.108    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\einsumfunc.py:989(_einsum_dispatcher)
    27250    0.106    0.000    0.106    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\mod_class.py:50(temp_term)
   313634    0.101    0.000    0.101    0.000 {built-in method builtins.hasattr}
   249524    0.101    0.000    0.127    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:112(isComplexType)
   294330    0.100    0.000    0.100    0.000 {built-in method _operator.index}
    26160    0.095    0.000    0.157    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:452(calc_lapse_rate_moist)
   128657    0.091    0.000    0.092    0.000 {built-in method builtins.getattr}
   160230    0.084    0.000    1.218    0.000 <__array_function__ internals>:2(einsum)
   209289    0.084    0.000    0.117    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_initial.py:639(CIxy)
   158788    0.083    0.000    0.083    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:549(_matrix_power_dispatcher)
   209282    0.081    0.000    0.210    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
   176520    0.075    0.000    0.423    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\PhotoSynth_Jen.py:192(calc_resp)
   160230    0.068    0.000    0.748    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\einsumfunc.py:997(einsum)
   395230    0.066    0.000    0.066    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2106(_sum_dispatcher)
   209283    0.065    0.000    0.129    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
   124762    0.065    0.000    0.065    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
    22684    0.064    0.000    0.103    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:99(e2phot)
   271086    0.060    0.000    0.060    0.000 {built-in method math.exp}
     1090    0.059    0.000    4.308    0.004 C:\Users\liuha\Desktop\TBM_2.1\src\model\RTM_Optical.py:386(BRF_hemi_dif_func)
   359288    0.054    0.000    0.054    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:1149(_diff_dispatcher)
    26160    0.054    0.000    0.244    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:477(calc_longwave_irradiance)
   126184    0.052    0.000    0.052    0.000 {method 'get' of 'dict' objects}
   124762    0.050    0.000    0.050    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:472(_unary_dispatcher)
    26160    0.043    0.000    0.043    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\Ebal_pars.py:64(calc_rho)
       13    0.042    0.003    0.042    0.003 {built-in method io.open}
   293404    0.041    0.000    0.041    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:1054(copyto)
    26160    0.040    0.000    0.040    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\Ebal_pars.py:89(calc_c_p)
    22684    0.038    0.000    0.038    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:90(ephoton)
   107421    0.038    0.000    0.038    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\hydraulics.py:38(canopy_storage_capacity)
   209281    0.035    0.000    0.035    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2612(_amax_dispatcher)
   209283    0.031    0.000    0.031    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:716(dot)
   209298    0.029    0.000    0.029    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
    26160    0.028    0.000    0.028    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:429(calc_c_p)
    27250    0.023    0.000    0.028    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:1865(isscalar)
   209280    0.022    0.000    0.022    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:20(_atleast_1d_dispatcher)
   103168    0.022    0.000    0.022    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3296(_mean_dispatcher)
   135542    0.021    0.000    0.021    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\optimize\zeros.py:70(results_c)
    26160    0.020    0.000    0.020    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:391(calc_lambda)
     1090    0.019    0.000    0.035    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\mod_class.py:59(phi_onset)
    26160    0.018    0.000    0.018    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:368(calc_emiss_atm)
        1    0.016    0.016    0.016    0.016 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
    26160    0.014    0.000    0.014    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\TIR.py:410(calc_mixing_ratio)
     1090    0.014    0.000    0.025    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\mod_class.py:71(phi_fall)
    31942    0.011    0.000    0.013    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:730(floatconv)
     1090    0.011    0.000    0.033    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1633(getitem_mgr)
     1107    0.010    0.000    0.018    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5435(__finalize__)
     1091    0.010    0.000    0.088    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:4359(_reduce)
     4368    0.009    0.000    0.020    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
        4    0.009    0.002    0.043    0.011 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:970(read_data)
     1090    0.008    0.000    0.059    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:83(_f)
        1    0.007    0.007   22.917   22.917 C:\Users\liuha\Desktop\TBM_2.1\src\model\data_class.py:18(__init__)
     4368    0.007    0.000    0.007    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
     2180    0.006    0.000    0.006    0.000 C:\Users\liuha\Desktop\TBM_2.1\src\model\mod_class.py:33(fit_polynomial)
     4263    0.006    0.000    0.019    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:997(<listcomp>)
     1110    0.006    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:233(__init__)
     1090    0.006    0.000    0.009    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3687(_convert_slice_indexer)
     1090    0.006    0.000    0.105    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10324(_stat_function)
     1090    0.006    0.000    0.034    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:119(f)
     1101    0.006    0.000    0.013    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4587(__getitem__)
     1136    0.006    0.000    0.018    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5489(__setattr__)
     1090    0.006    0.000    0.017    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:178(_has_infs)
     1092    0.005    0.000    0.005    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
     1090    0.005    0.000    0.023    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:235(_convert_slice_indexer)
     1090    0.005    0.000    0.088    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:1024(_get_values)
1108/1107    0.005    0.000    0.033    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:315(__init__)
8526/4263    0.004    0.000    0.006    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:944(pack_items)
     2207    0.004    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:627(name)
     1095    0.004    0.000    0.006    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:605(_simple_new)
     1090    0.004    0.000    0.116    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:968(_get_with)
     1110    0.004    0.000    0.004    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\flags.py:47(__init__)
     1090    0.004    0.000    0.109    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10368(mean)
     1090    0.004    0.000    0.011    0.000 {method 'any' of 'numpy.generic' objects}
     3325    0.003    0.000    0.005    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
     1092    0.003    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:49(__call__)
     2184    0.003    0.000    0.017    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
     4265    0.003    0.000    0.007    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:961(split_line)
     1090    0.003    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\algopy\globalfuncs.py:173(zeros)
     1102    0.003    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1230(is_float_dtype)
     2232    0.003    0.000    0.006    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
8528/4265    0.003    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_internal.py:871(__call__)
     1090    0.003    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\util\_validators.py:130(validate_kwargs)
        1    0.003    0.003    0.007    0.007 C:\Users\liuha\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:33(__init__)
     3270    0.003    0.000    0.006    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:86(<genexpr>)
     1090    0.003    0.000    0.003    0.000 {built-in method bottleneck.reduce.nanmean}
     4368    0.003    0.000    0.003    0.000 {built-in method numpy.seterrobj}
     1091    0.002    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
     2538    0.002    0.000    0.003    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
        5    0.002    0.000    0.024    0.005 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:1558(genfromtxt)
     2216    0.002    0.000    0.004    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:577(name)
     1110    0.002    0.000    0.002    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5473(__getattr__)
     2207    0.002    0.000    0.007    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1718(validate_all_hashable)
