         119430897 function calls (118987217 primitive calls) in 2622.596 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   976171    2.658    0.000    7.733    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\resistance.py:33(calc_u_star)
   364432    2.605    0.000    3.017    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:1153(diff)
    26280    2.528    0.000    2.691    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:32(Planck)
  4880855    2.438    0.000    2.438    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\Ebal_pars.py:44(calc_lambda)
   976171    2.131    0.000   15.907    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\resistance.py:63(calc_u_C_star)
   194484    2.106    0.000   19.293    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\integrate\_quadrature.py:433(simpson)
  7834546    2.012    0.000    2.012    0.000 {built-in method builtins.max}
   315821    1.924    0.000    1.924    0.000 {built-in method numpy.zeros}
   211808    1.817    0.000   11.239    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_initial.py:399(weighted_sum_over_lidf_solar)
   445424    1.756    0.000    2.731    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:186(peaked_arrh)
  1187127    1.730    0.000    2.302    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:81(BallBerry)
    26476    1.692    0.000   13.140    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_Optical.py:448(i_hemi)
   976171    1.684    0.000    2.175    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\Ebal.py:22(Monin_Obukhov)
   976171    1.665    0.000   31.351    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\resistance.py:172(resistance)
  4036084    1.630    0.000    1.630    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:16(CalcStephanBoltzmann)
    26280    1.630    0.000   21.044    0.001 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:108(calc_netrad_pars)
   222712    1.579    0.000   21.466    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:12(PhotoSynth)
    80131    1.433    0.000    1.433    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_Optical.py:285(define_geometric_constant)
  3219300    1.337    0.000    6.738    0.000 <__array_function__ internals>:2(copy)
  1187127    1.312    0.000   11.020    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:51(opt_Ci)
  1154607    1.212    0.000    7.319    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:1034(_get_value)
   611404    1.129    0.000    3.394    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
  1154626    1.101    0.000    3.788    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3317(get_loc)
   131400    0.955    0.000    0.955    0.000 {built-in method builtins.round}
    26280    0.930    0.000   18.087    0.001 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_Optical.py:292(BRF_hemi_func)
  1154607    0.901    0.000    2.320    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5174(_get_values_for_loc)
  1154626    0.861    0.000    1.933    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5695(_maybe_cast_indexer)
   160965    0.784    0.000    0.784    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
  1154626    0.754    0.000    0.754    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
  2501952    0.739    0.000    0.739    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\integrate\_quadrature.py:282(tupleset)
        2    0.687    0.343    0.772    0.386 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_initial.py:13(sip_leaf)
    26287    0.654    0.000    0.654    0.000 {built-in method builtins.sum}
    26280    0.627    0.000   16.009    0.001 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_Optical.py:340(BRF_dif_func)
  3219300    0.619    0.000    3.921    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:715(copy)
   222712    0.618    0.000   11.638    0.000 {built-in method scipy.optimize._zeros._brentq}
  1156152    0.526    0.000    0.791    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1674(internal_values)
  1156152    0.522    0.000    1.313    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:674(_values)
  1154626    0.518    0.000    0.518    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2130(is_floating)
    26280    0.495    0.000    0.557    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:508(rtm_t)
   399590    0.494    0.000    2.684    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2111(sum)
  5012290    0.478    0.000    0.478    0.000 {built-in method builtins.abs}
   991990    0.448    0.000    0.448    0.000 {method 'reshape' of 'numpy.ndarray' objects}
  1154645    0.420    0.000    0.554    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:155(cast_scalar_indexer)
2316513/2316507    0.394    0.000    0.400    0.000 {built-in method builtins.isinstance}
   211808    0.384    0.000    0.718    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:24(atleast_1d)
   222712    0.369    0.000   12.108    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\optimize\zeros.py:650(brentq)
   211808    0.353    0.000    1.956    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
  1157219    0.336    0.000    0.479    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:346(apply_if_callable)
   611404    0.318    0.000    0.318    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
   222712    0.316    0.000    0.391    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:119(esat)
   399590    0.308    0.000    3.336    0.000 <__array_function__ internals>:2(sum)
   845632    0.302    0.000    0.646    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
    36804    0.301    0.000    0.328    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_methods.py:65(_count_reduce_items)
  3219300    0.285    0.000    0.285    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:711(_copy_dispatcher)
   211849    0.284    0.000    0.284    0.000 {built-in method numpy.arange}
   222712    0.284    0.000    1.344    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:144(calc_michaelis_menten_constants)
    26280    0.280    0.000    0.892    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:45(calc_ebal_sunsha)
    36804    0.280    0.000    5.224    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_methods.py:161(_mean)
  1159762    0.266    0.000    0.266    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1619(_block)
   364432    0.263    0.000    3.641    0.000 <__array_function__ internals>:2(diff)
  2314695    0.246    0.000    0.246    0.000 {pandas._libs.lib.is_integer}
   211809    0.240    0.000    1.512    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2617(amax)
   296960    0.236    0.000    0.944    0.000 <__array_function__ internals>:2(copyto)
   107352    0.233    0.000    0.759    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:288(full)
   187441    0.206    0.000    0.985    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:148(ones)
    26280    0.205    0.000    0.579    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:40(calc_extinction_coeff)
516225/516023    0.202    0.000    0.516    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_asarray.py:23(asarray)
   295251    0.201    0.000    0.201    0.000 {built-in method numpy.empty}
  1157488    0.188    0.000    0.188    0.000 {pandas._libs.lib.is_scalar}
        1    0.177    0.177   13.504   13.504 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_initial.py:662(hemi_initial)
    18431    0.163    0.000    0.163    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.161    0.161   11.900   11.900 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_initial.py:720(dif_initial)
1603928/1601966    0.161    0.000    0.162    0.000 {built-in method builtins.len}
   211809    0.160    0.000    1.846    0.000 <__array_function__ internals>:2(amax)
    37899    0.154    0.000    5.513    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3301(mean)
    27375    0.154    0.000    0.154    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\mod_class.py:49(temp_term)
   211872    0.153    0.000    0.622    0.000 <__array_function__ internals>:2(concatenate)
   211808    0.149    0.000    2.469    0.000 <__array_function__ internals>:2(hstack)
  1157225    0.144    0.000    0.144    0.000 {built-in method builtins.callable}
   211811    0.141    0.000    0.946    0.000 <__array_function__ internals>:2(dot)
  1154607    0.135    0.000    0.135    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:231(_should_fallback_to_positional)
  1154645    0.133    0.000    0.133    0.000 {pandas._libs.lib.is_float}
   211808    0.131    0.000    0.989    0.000 <__array_function__ internals>:2(atleast_1d)
   438041    0.129    0.000    0.129    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    26280    0.125    0.000    0.197    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:452(calc_lapse_rate_moist)
   263004    0.123    0.000    0.712    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\PhotoSynth.py:91(calc_resp)
    36815    0.122    0.000    0.122    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:199(_assert_stacked_square)
    18406    0.119    0.000    0.208    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:107(_makearray)
   972360    0.118    0.000    0.118    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\einsumfunc.py:989(_einsum_dispatcher)
   160965    0.113    0.000    1.419    0.000 <__array_function__ internals>:2(einsum)
    36815    0.112    0.000    0.112    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:193(_assert_stacked_2d)
  1013791    0.108    0.000    0.108    0.000 {method 'append' of 'list' objects}
   222713    0.104    0.000    0.104    0.000 {built-in method builtins.min}
    18406    0.104    0.000    0.183    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:135(_commonType)
    18406    0.102    0.000   84.859    0.005 <__array_function__ internals>:2(inv)
   252617    0.097    0.000    0.098    0.000 {built-in method builtins.hasattr}
   211812    0.095    0.000    0.246    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
   211819    0.093    0.000    0.130    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_initial.py:639(CIxy)
   611442    0.091    0.000    0.091    0.000 {method 'items' of 'dict' objects}
      196    0.089    0.000    0.289    0.001 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_Optical.py:128(rtm_o_mds)
    18409    0.088    0.000   50.194    0.003 <__array_function__ internals>:2(matrix_power)
   160965    0.079    0.000    0.863    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\einsumfunc.py:997(einsum)
    37899    0.078    0.000    5.681    0.000 <__array_function__ internals>:2(mean)
   211813    0.075    0.000    0.151    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
   222712    0.075    0.000    0.075    0.000 {built-in method math.exp}
    24536    0.074    0.000    0.121    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:99(e2phot)
     1095    0.070    0.000    4.761    0.004 C:\Users\liuha\Desktop\TBM_1.0\src\model\RTM_Optical.py:386(BRF_hemi_dif_func)
       15    0.069    0.005    0.069    0.005 {built-in method io.open}
    26280    0.066    0.000    0.300    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:477(calc_longwave_irradiance)
     3071    0.066    0.000    0.066    0.000 C:\Users\liuha\anaconda3\lib\site-packages\zmq\sugar\socket.py:474(send)
   399590    0.066    0.000    0.066    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2106(_sum_dispatcher)
        1    0.065    0.065    0.147    0.147 C:\Users\liuha\Desktop\TBM_1.0\src\model\SIF.py:38(sif_leaf)
   364432    0.058    0.000    0.058    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\function_base.py:1149(_diff_dispatcher)
    26280    0.052    0.000    0.052    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\Ebal_pars.py:64(calc_rho)
   241121    0.048    0.000    0.048    0.000 {built-in method _operator.index}
    18406    0.047    0.000    0.047    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:102(get_linalg_error_extobj)
    24536    0.047    0.000    0.047    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:90(ephoton)
    26280    0.047    0.000    0.047    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\Ebal_pars.py:89(calc_c_p)
   296960    0.044    0.000    0.044    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:1054(copyto)
    18406    0.038    0.000    0.047    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:125(_realType)
    73636    0.036    0.000    0.036    0.000 {built-in method builtins.divmod}
   222712    0.036    0.000    0.036    0.000 C:\Users\liuha\anaconda3\lib\site-packages\scipy\optimize\zeros.py:70(results_c)
    26280    0.036    0.000    0.036    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:429(calc_c_p)
   211809    0.035    0.000    0.035    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2612(_amax_dispatcher)
   211811    0.034    0.000    0.034    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:716(dot)
   136242    0.033    0.000    0.033    0.000 {built-in method builtins.issubclass}
   211872    0.031    0.000    0.031    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
        1    0.030    0.030   26.629   26.629 C:\Users\liuha\Desktop\TBM_1.0\src\model\data_class.py:17(__init__)
    27571    0.028    0.000    0.033    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\numeric.py:1865(isscalar)
        6    0.027    0.004    0.027    0.005 {method 'read_low_memory' of 'pandas._libs.parsers.TextReader' objects}
   211808    0.026    0.000    0.026    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\shape_base.py:20(_atleast_1d_dispatcher)
        1    0.025    0.025 2595.968 2595.968 C:\Users\liuha\Desktop\TBM_1.0\src\model\mod_class.py:196(mod_list)
     1095    0.024    0.000    0.045    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\mod_class.py:58(phi_onset)
    36812    0.022    0.000    0.027    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:112(isComplexType)
    30341    0.022    0.000    0.022    0.000 {built-in method builtins.getattr}
    26280    0.021    0.000    0.021    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:368(calc_emiss_atm)
    26280    0.021    0.000    0.021    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:391(calc_lambda)
    48750    0.018    0.000    0.021    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:730(floatconv)
    26280    0.016    0.000    0.016    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\TIR.py:410(calc_mixing_ratio)
     1537    0.015    0.000    0.026    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5435(__finalize__)
     1095    0.015    0.000    0.041    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1633(getitem_mgr)
        6    0.014    0.002    0.071    0.012 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:970(read_data)
     5986    0.014    0.000    0.030    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
    18406    0.014    0.000    0.014    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
     2194    0.013    0.000    0.113    0.000 C:\Users\liuha\anaconda3\lib\site-packages\ipykernel\iostream.py:500(write)
      899    0.013    0.000    0.023    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\mod_class.py:70(phi_fall)
     3071    0.012    0.000    0.093    0.000 C:\Users\liuha\anaconda3\lib\site-packages\ipykernel\iostream.py:206(schedule)
     1517    0.012    0.000    0.087    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\frame.py:3418(__getitem__)
    37899    0.012    0.000    0.012    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3296(_mean_dispatcher)
     1101    0.012    0.000    0.108    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:4359(_reduce)
    21268    0.011    0.000    0.011    0.000 {method 'get' of 'dict' objects}
    18406    0.010    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:472(_unary_dispatcher)
    18409    0.010    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\linalg\linalg.py:549(_matrix_power_dispatcher)
     1095    0.010    0.000    0.071    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:83(_f)
     5986    0.010    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
     6364    0.010    0.000    0.032    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:997(<listcomp>)
        6    0.010    0.002    0.041    0.007 C:\Users\liuha\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:33(__init__)
1347/1341    0.009    0.000    0.066    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:315(__init__)
     1555    0.008    0.000    0.012    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:233(__init__)
12728/6364    0.008    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:944(pack_items)
     1095    0.008    0.000    0.128    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10324(_stat_function)
     1499    0.008    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:261(make_block_same_class)
     2004    0.007    0.000    0.025    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5489(__setattr__)
     1095    0.007    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3687(_convert_slice_indexer)
     1095    0.007    0.000    0.042    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:119(f)
     2156    0.007    0.000    0.016    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\nanfunctions.py:68(_replace_nan)
     1097    0.007    0.000    0.120    0.000 {built-in method builtins.print}
     1095    0.007    0.000    0.021    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:178(_has_infs)
     1994    0.007    0.000    0.007    0.000 C:\Users\liuha\Desktop\TBM_1.0\src\model\mod_class.py:32(fit_polynomial)
     1095    0.006    0.000    0.028    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\numeric.py:235(_convert_slice_indexer)
     1095    0.006    0.000    0.106    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:1024(_get_values)
     1114    0.006    0.000    0.014    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4587(__getitem__)
     2878    0.006    0.000    0.016    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:627(name)
     3071    0.006    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\threading.py:1071(is_alive)
     2993    0.005    0.000    0.026    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
     5771    0.005    0.000    0.009    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
     6367    0.005    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\lib\npyio.py:961(split_line)
     1321    0.005    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:605(_simple_new)
     1095    0.005    0.000    0.140    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\series.py:968(_get_with)
     3062    0.005    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
     1683    0.005    0.000    0.016    0.000 {method 'any' of 'numpy.generic' objects}
12731/6367    0.005    0.000    0.013    0.000 C:\Users\liuha\anaconda3\lib\site-packages\numpy\core\_internal.py:871(__call__)
     8859    0.005    0.000    0.006    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
     1315    0.005    0.000    0.005    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4537(__contains__)
     1095    0.005    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\algopy\globalfuncs.py:173(zeros)
     1303    0.004    0.000    0.013    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\compat\numpy\function.py:49(__call__)
     5986    0.004    0.000    0.004    0.000 {built-in method numpy.seterrobj}
     1555    0.004    0.000    0.004    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\flags.py:47(__init__)
     1095    0.004    0.000    0.132    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10368(mean)
     1297    0.004    0.000    0.017    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
      202    0.004    0.000    0.004    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
     7086    0.004    0.000    0.004    0.000 {built-in method builtins.hash}
     1757    0.004    0.000    0.004    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:5473(__getattr__)
     1159    0.004    0.000    0.011    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1230(is_float_dtype)
     1095    0.003    0.000    0.003    0.000 {built-in method bottleneck.reduce.nanmean}
     3285    0.003    0.000    0.007    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\nanops.py:86(<genexpr>)
     1095    0.003    0.000    0.135    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\generic.py:10740(mean)
     2878    0.003    0.000    0.010    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1718(validate_all_hashable)
     1743    0.003    0.000    0.008    0.000 C:\Users\liuha\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
