clab,cf,cr,cw,cl,cs,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,Vcmax25,BallBerrySlope,Cab,Car,Cbrown,Cw,Ant
331.943359375,753.466796875,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,459.560546875,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,16262.6953125,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,958.427734375,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,7477.5390625,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.065986328125,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,2.63677783203125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0008809814453125001,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00041509755859375,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.047607421875,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,134.30078125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.344482421875,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,344.775390625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,75.87890625,10.0,40.71,7.69,0.4,0.01,0.001
331.943359375,380.283203125,140.517578125,28549.8046875,939.091796875,95456.0546875,0.0011,0.58,0.155947265625,0.457,4.73047548828125,0.0004201416015625,0.00672,0.001,0.00019832236328125,0.072916015625,145.67578125,0.232509765625,30,300.0,50,158.916015625,1.85546875,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
579.443359375,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,132.783203125,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,883.017578125,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,21799.8046875,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,196.591796875,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,21206.0546875,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.033447265625,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.7305504882812501,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006638916015625,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00094824736328125,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.057416015625,43.30078125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,236.67578125,0.221982421875,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.11000976562499999,30,300.0,50,52.275390625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,256.416015625,50.87890625,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,10.966796875,707.060546875,23012.6953125,710.927734375,32227.5390625,0.0011,0.58,0.433486328125,0.457,1.63680283203125,0.0006372314453125,0.00672,0.001,0.00016512255859375,0.032107421875,43.30078125,0.221982421875,30,300.0,50,52.275390625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
755.400390625,132.783203125,883.017578125,21799.8046875,196.591796875,21206.0546875,0.0011,0.58,0.033447265625,0.457,1.7305504882812501,0.0006638916015625,0.00672,0.001,0.00094824736328125,0.057416015625,236.67578125,0.11000976562499999,30,300.0,50,256.416015625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
579.443359375,10.966796875,883.017578125,21799.8046875,196.591796875,21206.0546875,0.0011,0.58,0.033447265625,0.457,1.7305504882812501,0.0006638916015625,0.00672,0.001,0.00094824736328125,0.057416015625,236.67578125,0.11000976562499999,30,300.0,50,256.416015625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
579.443359375,132.783203125,707.060546875,21799.8046875,196.591796875,21206.0546875,0.0011,0.58,0.033447265625,0.457,1.7305504882812501,0.0006638916015625,0.00672,0.001,0.00094824736328125,0.057416015625,236.67578125,0.11000976562499999,30,300.0,50,256.416015625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
579.443359375,132.783203125,883.017578125,23012.6953125,196.591796875,21206.0546875,0.0011,0.58,0.033447265625,0.457,1.7305504882812501,0.0006638916015625,0.00672,0.001,0.00094824736328125,0.057416015625,236.67578125,0.11000976562499999,30,300.0,50,256.416015625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
579.443359375,132.783203125,883.017578125,21799.8046875,710.927734375,21206.0546875,0.0011,0.58,0.033447265625,0.457,1.7305504882812501,0.0006638916015625,0.00672,0.001,0.00094824736328125,0.057416015625,236.67578125,0.11000976562499999,30,300.0,50,256.416015625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
579.443359375,132.783203125,883.017578125,21799.8046875,196.591796875,32227.5390625,0.0011,0.58,0.033447265625,0.457,1.7305504882812501,0.0006638916015625,0.00672,0.001,0.00094824736328125,0.057416015625,236.67578125,0.11000976562499999,30,300.0,50,256.416015625,26.85546875,10.0,40.71,7.69,0.4,0.01,0.001
